Q9UBY5,,O14880,,MI:1112,two hybrid prey pooling approach,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,86
Q9UBY5,,O14880,,MI:0397,two hybrid array,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,87
O00400,,O14975,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,88
Q13043,,O14980,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,89
Q09472,,O15047,,MI:0007,anti tag coimmunoprecipitation,Tang et al. (2013),pubmed:23870121|imex:IM-21533,90
P60953,,O15085,,MI:0398,two hybrid pooling approach,Bandyopadhyay et al. (2010),pubmed:20936779|imex:IM-17049,91
P61586,,O15085,,MI:0007,anti tag coimmunoprecipitation,Dong et al. (2010),pubmed:20300064|imex:IM-15070|mint:MINT-7909059|doi:10.1038/emboj.2010.33,92
P61586,,O15085,,MI:0007,anti tag coimmunoprecipitation,Dong et al. (2010),pubmed:20300064|imex:IM-15070|mint:MINT-7909059|doi:10.1038/emboj.2010.33,93
P61586,,O15085,,MI:0071,molecular sieving,Derewenda et al. (2004),pubmed:15530360|doi:10.1016/j.str.2004.09.003|imex:IM-14240,94
P61586,,O15085,,MI:0949,gdp/gtp exchange assay,Derewenda et al. (2004),pubmed:15530360|doi:10.1016/j.str.2004.09.003|imex:IM-14240,95
Q03135,,O15118,,MI:0006,anti bait coimmunoprecipitation,Jelinek et al. (2014),pubmed:25285302|imex:IM-25661,96
Q03135,,O15118,,MI:0006,anti bait coimmunoprecipitation,Jelinek et al. (2014),pubmed:25285302|imex:IM-25661,97
Q03135,,O15118,,MI:0663,confocal microscopy,Jelinek et al. (2014),pubmed:25285302|imex:IM-25661,98
P10415,,O15151,,MI:0006,anti bait coimmunoprecipitation,Mancini et al. (2009),pubmed:19521340|imex:IM-14119|mint:MINT-7290688|doi:10.1038/emboj.2009.154,99
P10415,,O15151,,MI:0006,anti bait coimmunoprecipitation,Mancini et al. (2009),pubmed:19521340|imex:IM-14119|mint:MINT-7290688|doi:10.1038/emboj.2009.154,100
P14923,,O15169,,MI:1112,two hybrid prey pooling approach,Yang et al. (2016),pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029,101
P14923,,O15169,,MI:0397,two hybrid array,Yang et al. (2016),pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029,102
P14923,,O15169,,MI:1356,validated two hybrid,Yang et al. (2016),pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029,103
Q8N2S1,,O15265,,MI:0018,two hybrid,Kahle et al. (2011),pubmed:21078624|imex:IM-17207,104
P78318,,O15344,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,105
Q09472,,O15350,,MI:0017,classical fluorescence spectroscopy,Burge et al. (2009),pubmed:19218448|doi:10.1073/pnas.0900383106|imex:IM-14636,106
Q09472,,O15350,,MI:0077,nuclear magnetic resonance,Burge et al. (2009),pubmed:19218448|doi:10.1073/pnas.0900383106|imex:IM-14636,107
P61586,,O15381,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,108
P60953,,O15511,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,109
Q9UH99,,O15519,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,110
P60953,,O30916,,MI:0007,anti tag coimmunoprecipitation,Rodríguez-Escudero et al. (2011),pubmed:21435037|imex:IM-26084,111
P60953,,O30916,,MI:0096,pull down,Rodríguez-Escudero et al. (2011),pubmed:21435037|imex:IM-26084,112
P60953,,O30916,,MI:0007,anti tag coimmunoprecipitation,Rodríguez-Escudero et al. (2011),pubmed:21435037|imex:IM-26084,113
P60953,,O30916,,MI:0007,anti tag coimmunoprecipitation,Rodríguez-Escudero et al. (2011),pubmed:21435037|imex:IM-26084,114
P49768,,O35430,,MI:0004,affinity chromatography technology,Biederer et al. (2002),mint:MINT-5215674|pubmed:12196555,115
P49768,,O35927,1,MI:0096,pull down,Kuzuya et al. (2016),pubmed:27036734|imex:IM-25035,116
P49768,,O35927,1,MI:0096,pull down,Kuzuya et al. (2016),pubmed:27036734|imex:IM-25035,117
P13500,,O41925,,MI:0114,x-ray crystallography,Alexander et al. (2002),pubmed:12419245,118
O75923,,O43143,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,119
O00400,,O43175,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,120
Q13043,,O43175,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,121
O75923,,O43189,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,122
O00400,,O43264,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,123
P04406,,O43353,,MI:0676,tandem affinity purification,Bouwmeester et al. (2004),pubmed:14743216|mint:MINT-5216883,124
Q13043,,O43422,,MI:0007,anti tag coimmunoprecipitation,Couzens et al. (2013),pubmed:24255178|imex:IM-21541,125
P04406,,O43504,,MI:0398,two hybrid pooling approach,Stelzl et al. (2005),pubmed:16169070|imex:IM-16517|mint:MINT-5217955,126
P10415,,O43521,,MI:0053,fluorescence polarization spectroscopy,Certo et al. (2006),pubmed:16697956|imex:IM-11854,127
P10415,,O43521,,MI:0006,anti bait coimmunoprecipitation,Vaillant et al. (2013),imex:IM-20971|pubmed:23845444,128
P10415,,O43521,,MI:0006,anti bait coimmunoprecipitation,Han et al. (2015),pubmed:26004684|imex:IM-24345,129
P10415,,O43521,1,MI:0007,anti tag coimmunoprecipitation,Willis et al. (2007),pubmed:17289999|imex:IM-20592,130
P10415,,O43521,2,MI:0007,anti tag coimmunoprecipitation,Willis et al. (2007),pubmed:17289999|imex:IM-20592,131
P10415,,O43521,2,MI:0006,anti bait coimmunoprecipitation,Deng et al. (2007),pubmed:17692808|imex:IM-12056,132
P15172,,O43680,,MI:1112,two hybrid prey pooling approach,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,133
P15172,,O43680,,MI:0397,two hybrid array,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,134
P10451,,O43681,,MI:1112,two hybrid prey pooling approach,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,135
P10451,,O43681,,MI:0397,two hybrid array,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,136
Q9UH99,,O43707,,MI:0096,pull down,Taranum et al. (2012),pubmed:22555292|imex:IM-24042,137
P10451,,O43765,,MI:0398,two hybrid pooling approach,Rual et al. (2005),pubmed:16189514|imex:IM-16520|mint:MINT-5217968,138
P10451,,O43765,,MI:1356,validated two hybrid,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,139
P49768,,O43768,,MI:0018,two hybrid,- (2011),doi:10.1101/gr.114280.110|imex:IM-15153|pubmed:21163940,140
Q13043,,O43815,,MI:0007,anti tag coimmunoprecipitation,Hauri et al. (2013),imex:IM-20985|pubmed:24366813,141
Q13043,,O43815,,MI:1314,proximity-dependent biotin identification,Couzens et al. (2013),pubmed:24255178|imex:IM-21541,142
Q13043,,O43815,,MI:1314,proximity-dependent biotin identification,Couzens et al. (2013),pubmed:24255178|imex:IM-21541,143
P60953,,O52623,,MI:0114,x-ray crystallography,Buchwald et al. (2002),pubmed:12093730|imex:IM-23017,144
P60953,,O52623,,MI:0949,gdp/gtp exchange assay,Buchwald et al. (2002),pubmed:12093730|imex:IM-23017,145
P10415,,O54918,,MI:0107,surface plasmon resonance,Chen et al. (2005),pubmed:15694340,146
P10415,,O54918,2,MI:0007,anti tag coimmunoprecipitation,Puthalakath et al. (1999),pubmed:10198631|mint:MINT-5211354,147
P48061,,O57300,,MI:0107,surface plasmon resonance,Alejo et al. (2006),pubmed:16581912|doi:10.1073/pnas.0510462103|imex:IM-23475,148
P10415,,O60238,,MI:0096,pull down,Yasuda et al. (1999),pubmed:9973195|mint:MINT-6594504,149
P10415,,O60238,,MI:0096,pull down,Yasuda et al. (1999),pubmed:9973195|mint:MINT-6594504,150
P60953,,O60318,,MI:0398,two hybrid pooling approach,Bandyopadhyay et al. (2010),pubmed:20936779|imex:IM-17049,151
Q09472,,O60318,,MI:0018,two hybrid,Wang et al. (2011),imex:IM-15364|pubmed:21988832,152
P10415,,O60551,,MI:0006,anti bait coimmunoprecipitation,Selvakumar et al. (2006),pubmed:16530191|imex:IM-11314|mint:MINT-5218429,153
Q09472,,O60563,,MI:0415,enzymatic study,Cho et al. (2009),pubmed:19387490|imex:IM-13861|mint:MINT-7265510|doi:10.1038/emboj.2009.99,154
P28289,,O60603,,MI:0397,two hybrid array,Arroyo et al. (2014),imex:IM-21669|pubmed:24412244,155
P61586,,O60610,,MI:0096,pull down,Higashi et al. (2008),pubmed:18218625|imex:IM-18790,156
P61586,,O60610,,MI:0107,surface plasmon resonance,Higashi et al. (2008),pubmed:18218625|imex:IM-18790,157
Q8NC69,,O60716,29,MI:1356,validated two hybrid,Rolland et al. (2014),imex:IM-23318|pubmed:25416956,158
P04406,,O60739,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,159
P07355,,O60739,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,160
Q9BQ51,,O60883,,MI:1112,two hybrid prey pooling approach,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,161
Q9BQ51,,O60883,,MI:0397,two hybrid array,"Huri, et al. (2017)",pubmed:unassigned1304|imex:IM-25472,162
Q5VST9,,O70511,7,MI:0018,two hybrid,Maiweilidan et al. (2011),pubmed:21223964|imex:IM-23162,163
P02768,,O75112,,MI:0006,anti bait coimmunoprecipitation,Zhou et al. (2004),pubmed:15174051|imex:IM-19123,164
Q09472,,O75128,,MI:0007,anti tag coimmunoprecipitation,Hein et al. (2015),pubmed:26496610|imex:IM-24272,165
Q13043,,O75223,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,166
P16615,,O75365,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,167
Q07869,,O75376,,MI:0007,anti tag coimmunoprecipitation,Pourcet et al. (2010),pubmed:19955185|imex:IM-22617,168
Q9NRR4,,O75386,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,169
P50402,,O75531,,MI:0047,far western blotting,Mislow et al. (2002),imex:IM-24037|pubmed:12163176,170
Q03135,,O75581,,MI:0006,anti bait coimmunoprecipitation,Yamamoto et al. (2006),pubmed:16890161|imex:IM-22142,171
P01133,,O75582,,MI:0813,proximity ligation assay,Chen et al. (2014),pubmed:25241761|imex:IM-18707,172
Q13043,,O75643,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,173
P78318,,O75663,,MI:0006,anti bait coimmunoprecipitation,Nakashima et al. (2013),mint:MINT-8434208|pubmed:23892082|imex:IM-22136,174
P07355,,O75688,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,175
P07355,,O75815,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,176
P20700,,O75815,,MI:0006,anti bait coimmunoprecipitation,Ewing et al. (2007),pubmed:17353931,177
Q13043,,O75914,,MI:0676,tandem affinity purification,Rawat et al. (2013),pubmed:23386615|imex:IM-23209,178
O60333,,O75923,,MI:0663,confocal microscopy,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,179
O60333,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,180
O75190,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,181
O75190,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,182
O95295,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,183
P11055,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,184
P11055,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,185
P12956,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,186
P12956,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,187
P17027,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,188
P17661,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,189
P17661,,O75923,,MI:0663,confocal microscopy,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,190
P17661,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,191
P20929,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,192
P20929,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,193
P20929,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,194
P21675,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,195
P21675,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,196
P26641,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,197
P35609,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,198
P35609,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,199
P52179,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,200
P54296,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,201
P54296,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,202
Q00872,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,203
Q13326,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,204
Q14315,,O75923,,MI:0663,confocal microscopy,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,205
Q14315,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,206
Q15046,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,207
Q5NE94,,O75923,,MI:0398,two hybrid pooling approach,Dyer et al. (2010),pubmed:20711500|imex:IM-13779,208
Q5NFL4,,O75923,,MI:0398,two hybrid pooling approach,Dyer et al. (2010),pubmed:20711500|imex:IM-13779,209
Q5NIP6,,O75923,,MI:0398,two hybrid pooling approach,Dyer et al. (2010),pubmed:20711500|imex:IM-13779,210
Q7Z494,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,211
Q8N3K9,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,212
Q8TCU4,,O75923,,MI:0813,proximity ligation assay,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,213
Q8TCU4,,O75923,,MI:0663,confocal microscopy,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,214
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,215
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,216
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,217
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,218
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,219
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,220
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,221
Q8WZ42,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,222
Q99715,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,223
Q9BVP2,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,224
Q9NZB2,,O75923,,MI:0399,two hybrid fragment pooling approach,Blandin et al. (2013),pubmed:23414517|imex:IM-16425,225
